txn_id,date,iso_date,narration,ref_no,value_date,type,category,mode,withdrawal,deposit,balance,status
TXN00123,01/08/2024,2024-08-01,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-968296026728-UPI,0000968296026728,01/08/2024,DR,Utility,UPI,3263.58,,266752.27,SUCCESS
TXN00124,02/08/2024,2024-08-02,NEFT-SALARY CREDIT-EMPLOYER PAYROLL-611635203107,0000611635203107,02/08/2024,CR,Salary,NEFT,,52132.07,318884.34,SUCCESS
TXN00125,03/08/2024,2024-08-03,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-545386964769-UPI,0000545386964769,03/08/2024,DR,Entertainment,UPI,262.08,,318622.26,SUCCESS
TXN00126,04/08/2024,2024-08-04,UPI-BOOK MY SHOW-BOOKMYSHOW@YBL-YESB0BMSUP1-576266444796-UPI,0000576266444796,04/08/2024,DR,Rent,UPI,17671.0,,300951.26,SUCCESS
TXN00127,05/08/2024,2024-08-05,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-126845125742-UPI,0000126845125742,05/08/2024,DR,Food,UPI,346.92,,300604.34,SUCCESS
TXN00128,06/08/2024,2024-08-06,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-941811753545-UPI,0000941811753545,06/08/2024,CR,Shopping,UPI,,3542.23,304146.57,SUCCESS
TXN00129,07/08/2024,2024-08-07,UPI-IRCTC UPI-IRCTC@SBI-SBIN0IRCTC1-932206216332-UPI,0000932206216332,07/08/2024,DR,Travel,UPI,336.21,,303810.36,SUCCESS
TXN00130,08/08/2024,2024-08-08,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-744231975324-UPI,0000744231975324,08/08/2024,CR,Transfer,UPI,,3052.01,306862.37,SUCCESS
TXN00131,09/08/2024,2024-08-09,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-615787958669-UPI,0000615787958669,09/08/2024,DR,Transfer,UPI,180.9,,306681.47,SUCCESS
TXN00132,10/08/2024,2024-08-10,UPI-PETROL PUMP HP-HPCL.PETROL@AXIS-UTIB0HPCUPI-552388062042-UPI,0000552388062042,10/08/2024,DR,Fuel,UPI,341.41,,306340.06,SUCCESS
TXN00133,11/08/2024,2024-08-11,UPI-ROHAN MEHTA-ROHANM7@OKAXIS-UTIB0000456-196442742929-UPI,0000196442742929,11/08/2024,DR,Transfer,UPI,84.48,,306255.58,SUCCESS
TXN00134,12/08/2024,2024-08-12,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-609136562669-UPI,0000609136562669,12/08/2024,DR,Transfer,UPI,2367.9,,303887.68,SUCCESS
TXN00135,13/08/2024,2024-08-13,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-588017414546-UPI,0000588017414546,13/08/2024,DR,Transfer,UPI,893.04,,302994.64,SUCCESS
TXN00136,14/08/2024,2024-08-14,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-635574905748-UPI,0000635574905748,14/08/2024,DR,Shopping,UPI,326.11,,302668.53,SUCCESS
TXN00137,15/08/2024,2024-08-15,UPI-DMART AVENUE SUPERMA-DMARTAVENUESUPERMART@HDFCBANK-HDFC0MERUPI-706925050424-UPI,0000706925050424,15/08/2024,DR,Grocery,UPI,73.81,,302594.72,SUCCESS
TXN00138,16/08/2024,2024-08-16,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-809174117091-UPI,0000809174117091,16/08/2024,DR,Utility,UPI,2026.62,,300568.1,SUCCESS
TXN00139,17/08/2024,2024-08-17,UPI-OLA CABS INDIA-OLACABS@HDFCBANK-HDFC0OLAUPI-368316140875-UPI,0000368316140875,17/08/2024,DR,Travel,UPI,210.29,,300357.81,SUCCESS
TXN00140,18/08/2024,2024-08-18,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-176725411465-UPI,0000176725411465,18/08/2024,CR,Entertainment,UPI,,5155.59,305513.4,SUCCESS
TXN00141,19/08/2024,2024-08-19,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-657434001695-UPI,0000657434001695,19/08/2024,CR,Entertainment,UPI,,1840.47,307353.87,SUCCESS
TXN00142,20/08/2024,2024-08-20,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-738176038125-UPI,0000738176038125,20/08/2024,DR,Shopping,UPI,2115.74,,305238.13,SUCCESS
TXN00143,21/08/2024,2024-08-21,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-707018207466-UPI,0000707018207466,21/08/2024,DR,Transfer,UPI,244.01,,304994.12,SUCCESS
TXN00144,22/08/2024,2024-08-22,UPI-BIG BAZAAR RETAIL-BIGBAZAAR.MH01@HDFCBANK-HDFC0BBUPI1-868716573635-UPI,0000868716573635,22/08/2024,DR,Shopping,UPI,139.77,,304854.35,SUCCESS
TXN00145,23/08/2024,2024-08-23,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-917410343160-UPI,0000917410343160,23/08/2024,CR,Shopping,UPI,,4906.17,309760.52,SUCCESS
TXN00146,24/08/2024,2024-08-24,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-970433915604-UPI,0000970433915604,24/08/2024,CR,Travel,UPI,,3072.91,312833.43,SUCCESS
TXN00147,25/08/2024,2024-08-25,UPI-AIRTEL PAYMENT-AIRTEL.BILL@AXIS-UTIB0AIRTEL-237597951504-UPI,0000237597951504,25/08/2024,CR,Utility,UPI,,2125.57,314959.0,SUCCESS
TXN00148,26/08/2024,2024-08-26,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-584665753840-UPI,0000584665753840,26/08/2024,DR,Shopping,UPI,2667.33,,312291.67,SUCCESS
TXN00149,27/08/2024,2024-08-27,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-821000167049-UPI,0000821000167049,27/08/2024,DR,Utility,UPI,1295.07,,310996.6,SUCCESS
TXN00150,28/08/2024,2024-08-28,UPI-ROHAN MEHTA-ROHANM7@OKAXIS-UTIB0000456-188690373106-UPI,0000188690373106,28/08/2024,CR,Transfer,UPI,,5184.18,316180.78,SUCCESS
TXN00151,29/08/2024,2024-08-29,UPI-PETROL PUMP HP-HPCL.PETROL@AXIS-UTIB0HPCUPI-788554816658-UPI,0000788554816658,29/08/2024,CR,Fuel,UPI,,3030.1,319210.88,SUCCESS
TXN00152,30/08/2024,2024-08-30,UPI-BOOK MY SHOW-BOOKMYSHOW@YBL-YESB0BMSUP1-140978351757-UPI,0000140978351757,30/08/2024,DR,Entertainment,UPI,326.65,,318884.23,SUCCESS
TXN00153,31/08/2024,2024-08-31,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-201991584928-UPI,0000201991584928,31/08/2024,CR,Transfer,UPI,,4610.14,323494.37,SUCCESS
TXN00154,01/09/2024,2024-09-01,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-802060293051-UPI,0000802060293051,01/09/2024,DR,Entertainment,UPI,3196.73,,320297.64,SUCCESS
TXN00155,02/09/2024,2024-09-02,NEFT-SALARY CREDIT-EMPLOYER PAYROLL-417403277612,0000417403277612,02/09/2024,CR,Salary,NEFT,,52065.67,372363.31,SUCCESS
TXN00156,03/09/2024,2024-09-03,UPI-OLA CABS INDIA-OLACABS@HDFCBANK-HDFC0OLAUPI-177987911475-UPI,0000177987911475,03/09/2024,CR,Travel,UPI,,5928.38,378291.69,SUCCESS
TXN00157,04/09/2024,2024-09-04,UPI-PETROL PUMP HP-HPCL.PETROL@AXIS-UTIB0HPCUPI-801364526954-UPI,0000801364526954,04/09/2024,DR,Rent,UPI,18981.0,,359310.69,SUCCESS
TXN00158,05/09/2024,2024-09-05,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-599290370034-UPI,0000599290370034,05/09/2024,DR,Utility,UPI,210.81,,359099.88,SUCCESS
TXN00159,06/09/2024,2024-09-06,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-728703172393-UPI,0000728703172393,06/09/2024,DR,Transfer,UPI,1385.69,,357714.19,SUCCESS
TXN00160,07/09/2024,2024-09-07,UPI-LIC PREMIUM-LICPREMIUM@SBI-SBIN0LICUPI-109768818868-UPI,0000109768818868,07/09/2024,CR,Insurance,UPI,,4714.21,362428.4,SUCCESS
TXN00161,08/09/2024,2024-09-08,UPI-BOOK MY SHOW-BOOKMYSHOW@YBL-YESB0BMSUP1-155721199829-UPI,0000155721199829,08/09/2024,CR,Entertainment,UPI,,5030.47,367458.87,SUCCESS
TXN00162,09/09/2024,2024-09-09,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-417410688547-UPI,0000417410688547,09/09/2024,CR,Transfer,UPI,,3720.98,371179.85,SUCCESS
TXN00163,10/09/2024,2024-09-10,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-342031375564-UPI,0000342031375564,10/09/2024,DR,Travel,UPI,147.79,,371032.06,SUCCESS
TXN00164,11/09/2024,2024-09-11,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-205777520189-UPI,0000205777520189,11/09/2024,CR,Travel,UPI,,1991.81,373023.87,SUCCESS
TXN00165,12/09/2024,2024-09-12,UPI-LIC PREMIUM-LICPREMIUM@SBI-SBIN0LICUPI-136253059576-UPI,0000136253059576,12/09/2024,DR,Insurance,UPI,3228.88,,369794.99,SUCCESS
TXN00166,13/09/2024,2024-09-13,UPI-IRCTC UPI-IRCTC@SBI-SBIN0IRCTC1-558476939238-UPI,0000558476939238,13/09/2024,DR,Travel,UPI,3129.38,,366665.61,SUCCESS
TXN00167,14/09/2024,2024-09-14,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-652035807486-UPI,0000652035807486,14/09/2024,CR,Entertainment,UPI,,1690.43,368356.04,SUCCESS
TXN00168,15/09/2024,2024-09-15,UPI-BYJU LEARNING-BYJUS.FEE@HDFC-HDFC0BYJUPI-425586388909-UPI,0000425586388909,15/09/2024,CR,Education,UPI,,4864.55,373220.59,SUCCESS
TXN00169,16/09/2024,2024-09-16,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-254942230953-UPI,0000254942230953,16/09/2024,CR,Transfer,UPI,,5188.82,378409.41,SUCCESS
TXN00170,17/09/2024,2024-09-17,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-841844861994-UPI,0000841844861994,17/09/2024,CR,Rent,UPI,,4866.61,383276.02,SUCCESS
TXN00171,18/09/2024,2024-09-18,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-200355239707-UPI,0000200355239707,18/09/2024,DR,Rent,UPI,1864.36,,381411.66,SUCCESS
TXN00172,19/09/2024,2024-09-19,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-519122494202-UPI,0000519122494202,19/09/2024,CR,Travel,UPI,,828.41,382240.07,SUCCESS
TXN00173,20/09/2024,2024-09-20,UPI-DMART AVENUE SUPERMA-DMARTAVENUESUPERMART@HDFCBANK-HDFC0MERUPI-616400332958-UPI,0000616400332958,20/09/2024,DR,Grocery,UPI,473.29,,381766.78,SUCCESS
TXN00174,21/09/2024,2024-09-21,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-171501122551-UPI,0000171501122551,21/09/2024,CR,Travel,UPI,,5474.45,387241.23,SUCCESS
TXN00175,22/09/2024,2024-09-22,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-814262468039-UPI,0000814262468039,22/09/2024,DR,Transfer,UPI,611.64,,386629.59,SUCCESS
TXN00176,23/09/2024,2024-09-23,UPI-BIG BAZAAR RETAIL-BIGBAZAAR.MH01@HDFCBANK-HDFC0BBUPI1-203577948775-UPI,0000203577948775,23/09/2024,CR,Shopping,UPI,,986.85,387616.44,SUCCESS
TXN00177,24/09/2024,2024-09-24,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-505675310918-UPI,0000505675310918,24/09/2024,CR,Shopping,UPI,,4239.61,391856.05,SUCCESS
TXN00178,25/09/2024,2024-09-25,UPI-LIC PREMIUM-LICPREMIUM@SBI-SBIN0LICUPI-561881609773-UPI,0000561881609773,25/09/2024,CR,Insurance,UPI,,1096.23,392952.28,SUCCESS
TXN00179,26/09/2024,2024-09-26,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-819041453913-UPI,0000819041453913,26/09/2024,CR,Shopping,UPI,,3770.78,396723.06,SUCCESS
TXN00180,27/09/2024,2024-09-27,UPI-PETROL PUMP HP-HPCL.PETROL@AXIS-UTIB0HPCUPI-135561213146-UPI,0000135561213146,27/09/2024,DR,Fuel,UPI,3351.67,,393371.39,SUCCESS
TXN00181,28/09/2024,2024-09-28,UPI-MEDPLUS PHARMACY-MEDPLUS@ICICI-ICIC0MEDPLS-506671900140-UPI,0000506671900140,28/09/2024,CR,Health,UPI,,3940.0,397311.39,SUCCESS
TXN00182,29/09/2024,2024-09-29,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-534051757557-UPI,0000534051757557,29/09/2024,DR,Entertainment,UPI,3044.1,,394267.29,SUCCESS
TXN00183,30/09/2024,2024-09-30,UPI-BHARAT PETROLEUM-BPCLPETRO.98765@YBL-YESB0BPCLUP-826243207371-UPI,0000826243207371,30/09/2024,CR,Fuel,UPI,,3663.45,397930.74,SUCCESS
TXN00184,01/10/2024,2024-10-01,UPI-BIG BAZAAR RETAIL-BIGBAZAAR.MH01@HDFCBANK-HDFC0BBUPI1-969122032652-UPI,0000969122032652,01/10/2024,DR,Shopping,UPI,37.42,,397893.32,SUCCESS
TXN00185,02/10/2024,2024-10-02,NEFT-SALARY CREDIT-EMPLOYER PAYROLL-562747155483,0000562747155483,02/10/2024,CR,Salary,NEFT,,51156.51,449049.83,SUCCESS
TXN00186,03/10/2024,2024-10-03,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-171922084729-UPI,0000171922084729,03/10/2024,DR,Shopping,UPI,2281.0,,446768.83,SUCCESS
TXN00187,04/10/2024,2024-10-04,UPI-ZOMATO LTD-ZOMATO-ONLINE@YBL-YESB0ZOMUPI-342682139286-UPI,0000342682139286,04/10/2024,DR,Rent,UPI,18886.0,,427882.83,SUCCESS
TXN00188,05/10/2024,2024-10-05,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-962116944078-UPI,0000962116944078,05/10/2024,DR,Shopping,UPI,245.28,,427637.55,SUCCESS
TXN00189,07/10/2024,2024-10-07,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-628274907582-UPI,0000628274907582,07/10/2024,DR,Rent,UPI,2637.2,,425000.35,SUCCESS
TXN00190,08/10/2024,2024-10-08,UPI-BOOK MY SHOW-BOOKMYSHOW@YBL-YESB0BMSUP1-452534310748-UPI,0000452534310748,08/10/2024,DR,Entertainment,UPI,2372.95,,422627.4,SUCCESS
TXN00191,09/10/2024,2024-10-09,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-682386363435-UPI,0000682386363435,09/10/2024,DR,Utility,UPI,314.55,,422312.85,SUCCESS
TXN00192,10/10/2024,2024-10-10,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-820922255341-UPI,0000820922255341,10/10/2024,CR,Travel,UPI,,3397.74,425710.59,SUCCESS
TXN00193,11/10/2024,2024-10-11,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-339940462494-UPI,0000339940462494,11/10/2024,DR,Transfer,UPI,1516.79,,424193.8,SUCCESS
TXN00194,12/10/2024,2024-10-12,UPI-BYJU LEARNING-BYJUS.FEE@HDFC-HDFC0BYJUPI-556979066473-UPI,0000556979066473,12/10/2024,DR,Education,UPI,2495.32,,421698.48,SUCCESS
TXN00195,13/10/2024,2024-10-13,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-271599373228-UPI,0000271599373228,13/10/2024,CR,Shopping,UPI,,589.37,422287.85,SUCCESS
TXN00196,14/10/2024,2024-10-14,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-193766746282-UPI,0000193766746282,14/10/2024,DR,Food,UPI,379.96,,421907.89,SUCCESS
TXN00197,15/10/2024,2024-10-15,UPI-LIC PREMIUM-LICPREMIUM@SBI-SBIN0LICUPI-166814103555-UPI,0000166814103555,15/10/2024,CR,Insurance,UPI,,3457.76,425365.65,SUCCESS
TXN00198,16/10/2024,2024-10-16,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-236021671257-UPI,0000236021671257,16/10/2024,DR,Transfer,UPI,342.71,,425022.94,SUCCESS
TXN00199,17/10/2024,2024-10-17,UPI-BOOK MY SHOW-BOOKMYSHOW@YBL-YESB0BMSUP1-417691853029-UPI,0000417691853029,17/10/2024,DR,Entertainment,UPI,78.69,,424944.25,SUCCESS
TXN00200,18/10/2024,2024-10-18,UPI-BIG BAZAAR RETAIL-BIGBAZAAR.MH01@HDFCBANK-HDFC0BBUPI1-631101638339-UPI,0000631101638339,18/10/2024,CR,Shopping,UPI,,2230.66,427174.91,SUCCESS
TXN00201,19/10/2024,2024-10-19,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-506116067841-UPI,0000506116067841,19/10/2024,CR,Shopping,UPI,,3529.78,430704.69,SUCCESS
TXN00202,20/10/2024,2024-10-20,UPI-MEDPLUS PHARMACY-MEDPLUS@ICICI-ICIC0MEDPLS-571618424652-UPI,0000571618424652,20/10/2024,CR,Health,UPI,,4946.88,435651.57,SUCCESS
TXN00203,21/10/2024,2024-10-21,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-841369652067-UPI,0000841369652067,21/10/2024,DR,Travel,UPI,2473.49,,433178.08,SUCCESS
TXN00204,22/10/2024,2024-10-22,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-297692848598-UPI,0000297692848598,22/10/2024,CR,Entertainment,UPI,,1992.11,435170.19,SUCCESS
TXN00205,23/10/2024,2024-10-23,UPI-DMART AVENUE SUPERMA-DMARTAVENUESUPERMART@HDFCBANK-HDFC0MERUPI-483711625145-UPI,0000483711625145,23/10/2024,DR,Grocery,UPI,97.33,,435072.86,SUCCESS
TXN00206,24/10/2024,2024-10-24,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-912358165924-UPI,0000912358165924,24/10/2024,CR,Travel,UPI,,732.19,435805.05,SUCCESS
TXN00207,25/10/2024,2024-10-25,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-338501607073-UPI,0000338501607073,25/10/2024,DR,Rent,UPI,1610.16,,434194.89,SUCCESS
TXN00208,26/10/2024,2024-10-26,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-755272824750-UPI,0000755272824750,26/10/2024,CR,Food,UPI,,1102.36,435297.25,SUCCESS
TXN00209,27/10/2024,2024-10-27,UPI-ZOMATO LTD-ZOMATO-ONLINE@YBL-YESB0ZOMUPI-781845110195-UPI,0000781845110195,27/10/2024,CR,Food,UPI,,1778.2,437075.45,SUCCESS
TXN00210,28/10/2024,2024-10-28,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-566699473017-UPI,0000566699473017,28/10/2024,DR,Shopping,UPI,224.67,,436850.78,SUCCESS
TXN00211,29/10/2024,2024-10-29,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-573928908678-UPI,0000573928908678,29/10/2024,DR,Shopping,UPI,1959.9,,434890.88,SUCCESS
TXN00212,30/10/2024,2024-10-30,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-340713234664-UPI,0000340713234664,30/10/2024,CR,Rent,UPI,,517.74,435408.62,SUCCESS
TXN00213,31/10/2024,2024-10-31,UPI-BHARAT PETROLEUM-BPCLPETRO.98765@YBL-YESB0BPCLUP-431590472439-UPI,0000431590472439,31/10/2024,CR,Fuel,UPI,,4632.13,440040.75,SUCCESS
TXN00214,01/11/2024,2024-11-01,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-225797509938-UPI,0000225797509938,01/11/2024,DR,Rent,UPI,2903.97,,437136.78,SUCCESS
TXN00215,02/11/2024,2024-11-02,NEFT-SALARY CREDIT-EMPLOYER PAYROLL-859487768166,0000859487768166,02/11/2024,CR,Salary,NEFT,,53518.62,490655.4,SUCCESS
TXN00216,03/11/2024,2024-11-03,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-577119884818-UPI,0000577119884818,03/11/2024,DR,Shopping,UPI,2071.89,,488583.51,SUCCESS
TXN00217,04/11/2024,2024-11-04,UPI-BIG BAZAAR RETAIL-BIGBAZAAR.MH01@HDFCBANK-HDFC0BBUPI1-443041290279-UPI,0000443041290279,04/11/2024,DR,Rent,UPI,17736.0,,470847.51,SUCCESS
TXN00218,05/11/2024,2024-11-05,UPI-IRCTC UPI-IRCTC@SBI-SBIN0IRCTC1-956129010748-UPI,0000956129010748,05/11/2024,DR,Travel,UPI,327.62,,470519.89,SUCCESS
TXN00219,06/11/2024,2024-11-06,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-954294433114-UPI,0000954294433114,06/11/2024,DR,Transfer,UPI,480.36,,470039.53,SUCCESS
TXN00220,07/11/2024,2024-11-07,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-212683916677-UPI,0000212683916677,07/11/2024,DR,Utility,UPI,111.54,,469927.99,SUCCESS
TXN00221,08/11/2024,2024-11-08,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-790514124625-UPI,0000790514124625,08/11/2024,DR,Shopping,UPI,2238.4,,467689.59,SUCCESS
TXN00222,09/11/2024,2024-11-09,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-446291261920-UPI,0000446291261920,09/11/2024,DR,Utility,UPI,2394.16,,465295.43,SUCCESS
TXN00223,10/11/2024,2024-11-10,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-162669670656-UPI,0000162669670656,10/11/2024,DR,Transfer,UPI,175.89,,465119.54,SUCCESS
TXN00224,11/11/2024,2024-11-11,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-182837365101-UPI,0000182837365101,11/11/2024,CR,Travel,UPI,,5160.7,470280.24,SUCCESS
TXN00225,12/11/2024,2024-11-12,UPI-AIRTEL PAYMENT-AIRTEL.BILL@AXIS-UTIB0AIRTEL-755476469892-UPI,0000755476469892,12/11/2024,DR,Utility,UPI,302.75,,469977.49,SUCCESS
TXN00226,13/11/2024,2024-11-13,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-730543358089-UPI,0000730543358089,13/11/2024,DR,Travel,UPI,314.35,,469663.14,SUCCESS
TXN00227,14/11/2024,2024-11-14,UPI-ROHAN MEHTA-ROHANM7@OKAXIS-UTIB0000456-213604131741-UPI,0000213604131741,14/11/2024,CR,Transfer,UPI,,689.11,470352.25,SUCCESS
TXN00228,15/11/2024,2024-11-15,UPI-ZOMATO LTD-ZOMATO-ONLINE@YBL-YESB0ZOMUPI-291753655750-UPI,0000291753655750,15/11/2024,DR,Food,UPI,235.75,,470116.5,SUCCESS
TXN00229,16/11/2024,2024-11-16,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-509584822948-UPI,0000509584822948,16/11/2024,DR,Utility,UPI,394.0,,469722.5,SUCCESS
TXN00230,17/11/2024,2024-11-17,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-794879438508-UPI,0000794879438508,17/11/2024,DR,Travel,UPI,2173.89,,467548.61,SUCCESS
TXN00231,18/11/2024,2024-11-18,UPI-BYJU LEARNING-BYJUS.FEE@HDFC-HDFC0BYJUPI-376098308926-UPI,0000376098308926,18/11/2024,CR,Education,UPI,,5793.58,473342.19,SUCCESS
TXN00232,19/11/2024,2024-11-19,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-465718068686-UPI,0000465718068686,19/11/2024,DR,Food,UPI,1549.46,,471792.73,SUCCESS
TXN00233,20/11/2024,2024-11-20,UPI-PETROL PUMP HP-HPCL.PETROL@AXIS-UTIB0HPCUPI-753388872137-UPI,0000753388872137,20/11/2024,CR,Fuel,UPI,,1995.57,473788.3,SUCCESS
TXN00234,21/11/2024,2024-11-21,UPI-ROHAN MEHTA-ROHANM7@OKAXIS-UTIB0000456-805992461852-UPI,0000805992461852,21/11/2024,CR,Transfer,UPI,,4086.68,477874.98,SUCCESS
TXN00235,22/11/2024,2024-11-22,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-201045089995-UPI,0000201045089995,22/11/2024,CR,Travel,UPI,,3149.23,481024.21,SUCCESS
TXN00236,23/11/2024,2024-11-23,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-495215290807-UPI,0000495215290807,23/11/2024,DR,Utility,UPI,3343.0,,477681.21,SUCCESS
TXN00237,24/11/2024,2024-11-24,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-345637792072-UPI,0000345637792072,24/11/2024,DR,Utility,UPI,169.02,,477512.19,SUCCESS
TXN00238,25/11/2024,2024-11-25,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-472210151899-UPI,0000472210151899,25/11/2024,DR,Transfer,UPI,310.71,,477201.48,SUCCESS
TXN00239,26/11/2024,2024-11-26,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-863779811221-UPI,0000863779811221,26/11/2024,DR,Transfer,UPI,454.25,,476747.23,SUCCESS
TXN00240,27/11/2024,2024-11-27,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-501196582838-UPI,0000501196582838,27/11/2024,CR,Shopping,UPI,,5823.61,482570.84,SUCCESS
TXN00241,28/11/2024,2024-11-28,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-411860132678-UPI,0000411860132678,28/11/2024,CR,Transfer,UPI,,2803.78,485374.62,SUCCESS
TXN00242,29/11/2024,2024-11-29,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-364286565492-UPI,0000364286565492,29/11/2024,CR,Utility,UPI,,4749.35,490123.97,SUCCESS
TXN00243,30/11/2024,2024-11-30,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-504560218966-UPI,0000504560218966,30/11/2024,CR,Shopping,UPI,,5909.75,496033.72,SUCCESS
TXN00244,01/12/2024,2024-12-01,UPI-DMART AVENUE SUPERMA-DMARTAVENUESUPERMART@HDFCBANK-HDFC0MERUPI-486051545285-UPI,0000486051545285,01/12/2024,DR,Grocery,UPI,1621.88,,494411.84,SUCCESS
